id,name,type,address,category,latitude,longitude,distanceMeters,sequence,description,source_row
B0LUOSGY8D,秒能重卡充电站,生活服务;生活服务场所;生活服务场所,鲁班大道55号,新能源重卡充电站,36.099705076828,113.87628967070007,4720,7,,15
B0LG67ICDU,汽车充电站(林州市禾电能源重卡充电站),汽车服务;充电站;充电站,鲁班大道55号,新能源重卡充电站,36.10003796238709,113.87625557533266,4756,8,,15
B0LG6MHKSP,林州市禾电能源重卡充电站,公司企业;公司;公司,227省道与致远大道交叉口南460米,新能源重卡充电站,36.100449561843874,113.87595790776064,4808,9,,15
B0L0HZPHCL,惠利充汽车充电站(安阳林州星程光储充重卡超级充电站),汽车服务;充电站;充电站,横水镇德宁保温建材,新能源重卡充电站,36.06184360807801,113.89172073051452,4351,1,5公里内有4个充电桩，为两个大站，两个小站,16
B0LDD7HDHY,特来电汽车充电站(特来电安阳林州星程光储充重卡超级充电站),汽车服务;充电站;充电站,横水镇禾丰农牧有限公司(林州服务区)南侧170米,新能源重卡充电站,36.06165858900451,113.89157455885314,4363,2,5公里内有4个充电桩，为两个大站，两个小站,16
B0MBBGVLPI,惠利充汽车充电站(恒风重卡1号站),汽车服务;充电站;充电站,横水镇德宁保温建材,新能源重卡充电站,36.06188154132081,113.89156051116944,4366,3,5公里内有4个充电桩，为两个大站，两个小站,16
B0M6XUROK1,惠利充汽车充电站(恒风重卡站),汽车服务;充电站;充电站,横水镇德宁保温建材,新能源重卡充电站,36.06188154132081,113.89156051116944,4366,4,5公里内有4个充电桩，为两个大站，两个小站,16
B0LR05M8IO,特来电汽车充电站(特来电安阳林州S226省道新能源重卡充电站),汽车服务;充电站;专用充电站,横水镇虎盟汽修,新能源重卡充电站,36.08046091871643,113.8960939920807,4661,5,5公里内有4个充电桩，为两个大站，两个小站,16
B0LD61JIVV,星星充电汽车充电站【重卡】(河南胜祥新能源汽车充电站二期),汽车服务;充电站;充电站,邺城大道秋口路交叉口东170米路南,新能源重卡充电站,36.14833429986573,114.29186123309329,93,1,"场内已有一个10台桩的重卡充电站，
其他附近5公里有5个充电站",17
B0K2A6QV6V,星星充电汽车充电站【重卡】(河南胜祥新能源汽车充电站一期),汽车服务;充电站;充电站,邺城大道秋口路交叉口东170米路南,新能源重卡充电站,36.14854216499329,114.29262336524964,141,2,"场内已有一个10台桩的重卡充电站，
其他附近5公里有5个充电站",17
B0MA9N9G7N,云快充超级充电站(畅行重卡充电1站),汽车服务;充电站;充电站,西郊乡邺城大道与华祥路交叉口东南角,新能源重卡充电站,36.148867218048096,114.27810200143432,1172,3,"场内已有一个10台桩的重卡充电站，
其他附近5公里有5个充电站",17
B0MGM67UUM,云快充超级充电站(虹一充电站安钢站),汽车服务;充电站;充电站,虹一重卡充电站(安钢站),新能源重卡充电站,36.14107269485473,114.27200970169064,1931,4,"场内已有一个10台桩的重卡充电站，
其他附近5公里有5个充电站",17
B0MA9N9G7X,云快充超级充电站(畅行重卡充电3站),汽车服务;充电站;充电站,西郊乡邺城大道与华祥路交叉口东南角,新能源重卡充电站,36.150593648529046,114.26781570169068,2104,5,"场内已有一个10台桩的重卡充电站，
其他附近5公里有5个充电站",17
B0LAZSUVFT,云快充汽车充电站(畅行重卡2站),汽车服务;充电站;充电站,中国石油昆仑能源LNG加油加气站西北侧140米,新能源重卡充电站,36.15087963899231,114.26775467308045,2113,6,"场内已有一个10台桩的重卡充电站，
其他附近5公里有5个充电站",17
B0LKUNW29V,云快充超级充电站(安阳鹏能充电站),汽车服务;充电站;充电站,安阳鹏能充电站,新能源重卡充电站,36.1503852278595,114.3187250466156,2489,7,"场内已有一个10台桩的重卡充电站，
其他附近5公里有5个充电站",17
B0MDSKCEM5,星星充电汽车充电站(星星充电-中益联北环重卡内部专用不对外),汽车服务;充电站;充电站,邺城大道与中心大街交叉口,新能源重卡充电站,36.150488113418575,114.31876497032168,2494,8,"场内已有一个10台桩的重卡充电站，
其他附近5公里有5个充电站",17
B0L2HMA727,云快充超级充电站(瑞通重卡充电站),汽车服务;充电站;充电站,北蒙街道邺城大道屈王度转盘西南角1号院,新能源重卡充电站,36.14875468299865,114.33073240910342,3565,9,"场内已有一个10台桩的重卡充电站，
其他附近5公里有5个充电站",17
B0IDMCXR4T,中国铁塔电动汽车充电站(恒飞站),汽车服务;充电站;充电站,华祥路13号地面停车场,新能源重卡充电站,36.12128617030336,114.2695435341034,3642,10,"场内已有一个10台桩的重卡充电站，
其他附近5公里有5个充电站",17
B0MBACA57B,云快充充电站(安阳鑫佳充电站),汽车服务;充电站;充电站,安姚路东段路西100米,新能源重卡充电站,36.15507356948852,114.24526581344608,4178,11,"场内已有一个10台桩的重卡充电站，
其他附近5公里有5个充电站",17
B0LAMXEVHO,特来电汽车充电站(特来电焦作沁阳236省道飞乐重卡充电站),汽车服务;充电站;专用充电站,怀庆街道,新能源重卡充电站,35.123882925811785,112.94123431808472,1145,1,附近5公里有3个重卡充电站,18
B0KK04A3MG,力氪汽车充电站(嘉福新能源),汽车服务;充电站;充电站,310省道与236省道交叉口西南240米,新能源重卡充电站,35.132538339996344,112.93775164230348,1956,2,附近5公里有3个重卡充电站,18
B0K2771M1G,云快充超级充电站(沁阳市和运充电站二期),汽车服务;充电站;充电站,怀庆街道马巷村西沁伏路西02号,新能源重卡充电站,35.14076189590455,112.93932114096071,2613,3,附近5公里有3个重卡充电站,18
B0L664E6J6,云快充超级充电站(速捷新能源充电站),汽车服务;充电站;充电站,怀庆街道徐巷村宾鹏加油站,新能源重卡充电站,35.144386316909795,112.94032436576845,2938,4,附近5公里有3个重卡充电站,18
B0LK2PPMGN,星星充电汽车充电站(星星充电-G327博爱原庄重卡超充站),汽车服务;充电站;充电站,G327立阳种植专业合作社东50米,新能源重卡充电站,35.13186907888793,112.98374870834348,3111,5,附近5公里有3个重卡充电站,18
B0LBFUTGYO,力氪汽车充电站(泓博快速充电站),汽车服务;充电站;充电站,福会驾驶员培训有限公司北(S238西),新能源重卡充电站,35.15257903219606,112.93882506466676,3838,6,附近5公里有3个重卡充电站,18
B0MD95OXIS,特来电汽车充电站(特来电焦作沁阳选发运输重卡充电站),汽车服务;充电站;专用充电站,西万镇官庄屯村北路东100米,新能源重卡充电站,35.15946550227356,112.94129043663024,4511,7,附近5公里有3个重卡充电站,18
B0LDXBC83C,闪象智充汽车充电站(众聚达超充),汽车服务;充电站;充电站,大冶镇343国道,新能源重卡充电站,34.4054725189972,113.21336866371156,1900,1,,19
B0LUGSAMFL,云快充超级充电站(登封刘碑充电站),汽车服务;充电站;充电站,东刘碑文化大院西400米(石淙路),新能源重卡充电站,34.40682678207398,113.193375599823,2342,2,,19
B0LKMP4NYA,新电途汽车充电站(云畅途二号重卡充电站),汽车服务;充电站;充电站,二号陈家庄北146米,新能源重卡充电站,34.39625997528076,113.24062480120853,3164,3,,19
B0M6968T33,达克云充电站(登封市鑫顺矿业重卡充电站),汽车服务;充电站;充电站,达克云充电站(登封市鑫顺矿业重卡充电站),新能源重卡充电站,34.361781583099365,113.18769542001344,3534,4,,19
B0LKML73OL,新电途汽车充电站(云畅途一号重卡充电站),汽车服务;充电站;充电站,宣化镇马庄,新能源重卡充电站,34.39840526138305,113.2487284687805,3945,5,,19
B0LUNX7E1P,云快充超级充电站(丰鑫重卡充电站),汽车服务;充电站;充电站,告成镇冶上桥向北30米,新能源重卡充电站,34.370989423873894,113.1686494896698,4072,6,,19
B0L2MBX6KB,闪象智充汽车充电站(跃瑞重卡),汽车服务;充电站;充电站,阳晨超市东南350米,新能源重卡充电站,34.369550746765135,113.16787804962158,4214,7,,19
B0L0DBM9R9,云快充汽车充电站(囿序承充电站),汽车服务;充电站;充电站,楚旺镇小屯路口和213国道交叉路口山西刀削面,新能源重卡充电站,36.07596115046691,114.87443834449768,3038,1,,20
B0LUTS6GK1,云快充超级充电站(内黄县惠康重卡充电站),汽车服务;充电站;充电站,北高速口向南300米万达公司门口(帝喾大道东),新能源重卡充电站,36.016343026428224,114.87492108697508,3725,2,,20
B0L3PPG0H6,均悦充(睢县斑马超级快充站)司机驿站(轻/重卡)充电站,汽车服务;充电站;充电站,睢州大道与古襄路交叉口东100米,新能源重卡充电站,34.43075586027528,115.04900384959411,2183,1,,21
B0LK6CKASJ,星星充电汽车充电站(星星充电-睢县中国石化鼎泰加油站重卡充电站),汽车服务;充电站;充电站,河集乡香张村S211与343交叉口东北角中国石化睢县鼎泰加油站,新能源重卡充电站,34.40795963528441,115.03558929763794,2460,2,,21
B0LAT73LBC,腾付充汽车充电站(睿陶重卡充电站),汽车服务;充电站;充电站,鹤浚公路002号,新能源重卡充电站,35.86315860476684,114.2032386474304,237,1,,22
B0KKVCMPSQ,云快充超级充电站(百特瑞超快重卡充电站退役军人停车场),汽车服务;充电站;充电站,东大线路西,新能源重卡充电站,35.87624456254578,114.20376058067322,1266,2,,22
B0LR1BSY8M,中国石化汽车充电站(中国石化鹤翔重卡充电站),汽车服务;充电站;充电站,鹤璧市大白线北段西扒厂村北200米路东,新能源重卡充电站,35.85014958023072,114.20261941854858,1654,3,,22
B0LDDXB370,特来电汽车充电站(特来电鹤壁平原运输后营重卡充电站),汽车服务;充电站;专用充电站,宝山街道葛嘴线,新能源重卡充电站,35.88083931051635,114.2024817564392,1786,4,,22
B0KKDU5STY,力氪汽车充电站(万泓丰鹤充电站),汽车服务;充电站;充电站,河南省鹤壁市山城区Y010与宝马大道交叉口东南方向962米中铂建材有限公司,新能源重卡充电站,35.852423419616706,114.18293517083742,2403,5,,22
B0LACKDI6H,金冠智充汽车充电站(鹤壁煌冠重卡充电站),汽车服务;充电站;充电站,山城路与牟山大道交叉口同力停车场院内5号,新能源重卡充电站,35.86567911863708,114.17149271186828,2994,6,,22
B0LD3XLMXA,云快充超级充电站(鹤壁市山城区东环集中式快速充电站),汽车服务;充电站;充电站,富昌农机公司东(东大线),新能源重卡充电站,35.89624218653869,114.20527731636048,3489,7,,22
B0LUBRKDED,云快充超级充电站(巨电新能源重卡超级充电站东大线站),汽车服务;充电站;充电站,葛嘴线与302省道交叉口向东50米路南,新能源重卡充电站,35.89749585411071,114.20597897575378,3630,8,,22
B0LBA7IZ44,云快充超级充电站(安阳顺沣充电站),汽车服务;充电站;充电站,水冶镇大白线与341国道交叉口向西500米路北,新能源重卡充电站,36.107476788208,114.10810894836423,335,1,,23
B0MD95PCHQ,特来电汽车充电站(特来电安阳远山水泥重卡充电站),汽车服务;充电站;专用充电站,彰武街道远山水泥,新能源重卡充电站,36.103005883575435,114.10562633529662,556,2,,23
B0LDVX9VXQ,"特来电重卡汽车充电站,不支持私家小车充电",汽车服务;充电站;充电站,水冶镇大白线与G341交叉口西200米A01号,新能源重卡充电站,36.10703348574829,114.11144369766237,638,3,,23
B0LDDX7VJ1,云快充超级充电站(和谐货车充电站大白线站),汽车服务;充电站;充电站,水冶镇安林路(S301)与大白线(S221)交叉口向南200米路东院内,新能源重卡充电站,36.11381993807984,114.10704086935426,699,4,,23
B0LROBVSMP,云快充超级充电站(存鑫新能源充电站),汽车服务;充电站;充电站,许家沟乡黄口村向东150米路北106号院内,新能源重卡充电站,36.115735925827025,114.09719165550231,1086,5,,23
B0LRG1U043,星星充电汽车充电站(星星充电-安阳黄口水泥厂重卡超充站),汽车服务;充电站;充电站,301省道与黄口中心路交叉口西北140米黄口水泥厂工会委员会,新能源重卡充电站,36.11631205934143,114.09476491981503,1275,6,,23
B0LKLP7NUF,星星充电汽车充电站(星星充电-安阳黄口水泥厂重卡超充站2),汽车服务;充电站;充电站,301省道与黄口中心路交叉口西北140米黄口水泥厂工会委员会,新能源重卡充电站,36.11631205934143,114.09476491981503,1275,7,,23
B0MGBPSBQN,星星充电汽车充电站(星星充电-昕兴超充2号充电站),汽车服务;充电站;充电站,许家沟乡安林路与三河路交叉口向东50米路北2号大院,新能源重卡充电站,36.10664606610107,114.07709357513426,2460,8,,23
B0MGBPSBQC,星星充电汽车充电站(星星充电-昕兴超充站),汽车服务;充电站;充电站,许家沟乡安林路与三河路交叉口向东50米路北2号大院,新能源重卡充电站,36.10664606610107,114.07709357513426,2460,9,,23
B0MUF1I9X4,特来电汽车充电站(特来电安阳飞凰新能源重卡充电站),汽车服务;充电站;专用充电站,许家沟乡下堡村,新能源重卡充电站,36.099619725494385,114.07700439529415,2632,10,,23
B0K035Z3N5,汽车充换电站(启源充换电站安阳安林路站),汽车服务;充电站;充换电站,G341与河西桥交叉口正西方向126米左右,新能源重卡充电站,36.10598091758728,114.07443176722715,2704,11,,23
B0L2SL6RXQ,嘉合重卡超充电站,汽车服务;充电站;充电站,安林路河西桥往西200米路北院内,新能源重卡充电站,36.105404403961174,114.07409300564574,2740,12,,23
B0M6MNUJCK,云快充超级充电站(安阳禾银企业管理有限公司龙安分公司充电站),汽车服务;充电站;充电站,彰武街道S225省道东龙山村段南150米16号,新能源重卡充电站,36.08421212467955,114.11547263359068,2819,13,,23
B0LRM7ZLD5,特来电汽车充电站(特来电安阳智飞重卡充电站),汽车服务;充电站;充电站,水冶镇221省道向西30米临化水泥厂东门88号,新能源重卡充电站,36.13112333183289,114.0918766773224,2819,14,,23
B0L0BOVSQ9,星星充电汽车充电站(凯盛达重卡超充站),汽车服务;充电站;充电站,许家沟乡奥通轮胎补胎(志刚轮胎大全),新能源重卡充电站,36.104063751192086,114.07228615839956,2920,15,,23
B0MGHPSDVJ,星星充电汽车充电站(建桥重卡超充站),汽车服务;充电站;充电站,许家沟乡下堡村8号,新能源重卡充电站,36.09658776771545,114.074655701828,2958,16,,23
B0MAFKSN9B,星星充电汽车充电站(安阳迎辉重卡充电站),汽车服务;充电站;充电站,水冶镇红罗山西200米路南29号,新能源重卡充电站,36.131279988449094,114.1250755844879,3194,17,,23
B0LR05MGAY,特来电汽车充电站(特来电安阳骏达井家庄重卡充电站),汽车服务;充电站;专用充电站,水冶镇221省道,新能源重卡充电站,36.137475645187365,114.08963005607605,3550,18,,23
B0LBFUTGYD,汽车充电站(左右重卡站),汽车服务;充电站;充电站,彰武街道西高平村村北102号,新能源重卡充电站,36.10846623075868,114.15293674220274,4354,19,,23
B0L6LCGPV5,力氪汽车充电站(景源充电站),汽车服务;充电站;充电站,安阳百进物资有限责任公司北50米(水东线东),新能源重卡充电站,36.149666181991584,114.09660942118832,4702,20,,23
B0JKY7BVAM,中国石化汽车充电站(中国石化北岗充电站),汽车服务;充电站;充电站,金谷春大道公路管理局对面,新能源重卡充电站,32.45496226268006,115.40743772114564,3710,1,,25
B0L24PN3BR,特来电汽车充电站(特来电郑州登封东华镇工业园重卡充电站),汽车服务;充电站;专用充电站,东华镇园区路,新能源重卡充电站,34.36659165565491,113.05515172682188,842,1,,26
B0LUTU489H,新电途汽车充电站(攀盛重卡超充站),汽车服务;充电站;充电站,东华镇南店村10组,新能源重卡充电站,34.36599855621337,113.05701310150144,1024,2,,26
B0LGKCPPSQ,闪象智充汽车充电站(智鑫重卡充电站),汽车服务;充电站;充电站,东华镇登徐线中联水泥厂东750米,新能源重卡充电站,34.37397316940309,113.07094271743776,2355,3,,26
B0L24PN3BR,特来电汽车充电站(特来电郑州登封东华镇工业园重卡充电站),汽车服务;充电站;专用充电站,东华镇园区路,新能源重卡充电站,34.36659165565491,113.05515172682188,2783,1,,27
B0LUTU489H,新电途汽车充电站(攀盛重卡超充站),汽车服务;充电站;充电站,东华镇南店村10组,新能源重卡充电站,34.36599855621337,113.05701310150144,2927,2,,27
B0LGKCPPSQ,闪象智充汽车充电站(智鑫重卡充电站),汽车服务;充电站;充电站,东华镇登徐线中联水泥厂东750米,新能源重卡充电站,34.37397316940309,113.07094271743776,3237,3,,27
B0IDZLCNN1,汽车充电站(益辉新能源),汽车服务;充电站;充电站,237省道与天宝路,新能源重卡充电站,34.045214634124775,113.73707312747192,2075,1,,28
B0LKUC0FPW,新电途汽车充电站(许昌鼎弘混凝土有限公司建安区分公司)(暂停营业),汽车服务;充电站;充电站,S235辅路鼎弘商砼,新能源重卡充电站,34.041631232223516,113.74270743400574,2695,2,,28
B0MGABBJSF,腾付充汽车充电站(邦博重卡超充站),汽车服务;充电站;充电站,颖昌街道,新能源重卡充电站,34.04256012596131,113.74683894081116,3023,3,,28
B0L6ZBYRH0,许禹路充电站,汽车服务;充电站;充电站,许禹路与西环交汇处西北角,新能源重卡充电站,34.03658103874207,113.7663598617096,4939,4,,28
B0MD5CWMOK,星星充电汽车充电站(星星充电-禹州芯达重卡充电站2号站),汽车服务;充电站;充电站,文信路151号,新能源重卡充电站,34.07128664544678,113.46800774700928,822,1,,29
B0K06D9XBU,星星充电汽车充电站(星星充电-禹州芯达重卡充电站),汽车服务;充电站;充电站,文信路151号,新能源重卡充电站,34.071289635910034,113.46800273747252,822,2,,29
B0L0PM0I69,云快充汽车充电站(岗马北烟站),汽车服务;充电站;充电站,吕梁路与御史路交叉口北100米白霜超市路口,新能源重卡充电站,34.05506350100708,113.46872384780885,1523,3,,29
B0L3BCEOKN,惠利充超级充电站(新龙重卡充电站),汽车服务;充电站;充电站,梁北镇黑龙庙学校禹州市顺德洁具有限公司,新能源重卡充电站,34.088308712356564,113.4553073480072,2983,4,,29
B0LG0S4B7X,云快充超级充电站(禹州市梁北镇箕阿村充电站),汽车服务;充电站;充电站,梁北镇箕阿村,新能源重卡充电站,34.10088367134094,113.47016691456604,3753,5,,29
B0LRRGJ9JK,特来电汽车充电站(特来电郑州浩通物流园重卡充电站),汽车服务;充电站;专用充电站,岳村镇地面停车场(出入口)四季安物流浩通物流园,新能源重卡充电站,34.55535276734924,113.49709083259582,560,1,,30
B0LGMAESUK,星星充电汽车充电站(星星充电-新密岳村重卡充电站),汽车服务;充电站;充电站,岳村镇郑登快速路,新能源重卡充电站,34.56494291184998,113.4929537046051,1492,2,,30
B0LUTP4TU9,特来电汽车充电站(特来电郑州新密白寨二马轩重卡充电站),汽车服务;充电站;专用充电站,郑登快速路白寨镇王寨河村,新能源重卡充电站,34.57564297975159,113.51256908302308,2507,3,,30
B0KKT7NNS4,特来电超级充电站(特来电郑州新密白寨凯发重卡充电站),汽车服务;充电站;专用充电站,白寨镇郑登快速路,新能源重卡充电站,34.5786273966217,113.51523902030944,2904,4,,30
B0LAH7HZZR,特来电汽车充电站(郑州新密岳村玖禾电重卡充电站),汽车服务;充电站;专用充电站,岳村镇司家门村郑登快速路S321交叉口东南角,新能源重卡充电站,34.53236097866822,113.47963267892456,3262,5,,30
B0L2AB0CHN,云快充超级充电站(朗晋新密观音堂重卡充电站),汽车服务;充电站;充电站,云快充超级充电站(朗晋新密观音堂重卡充电站),新能源重卡充电站,34.52678919200135,113.5221776441498,3547,6,,30
B0LRAP0G4H,特来电汽车充电站(特来电郑州新密白寨万禾重卡超充站),汽车服务;充电站;专用充电站,白寨镇郑登快速路白寨派出所东侧院内,新能源重卡充电站,34.58660926307679,113.51987576683044,3887,7,,30
B0LDN72KVS,特来电汽车充电站(特来电郑州新密S316省道伟震重卡充电站),汽车服务;充电站;专用充电站,岳村镇316省道,新能源重卡充电站,34.54224312063599,113.45786633047486,4349,8,,30
B0LA7PL6UC,新电途汽车充电站(三峰购物广场充电站),汽车服务;充电站;充电站,三峰购物广场,新能源重卡充电站,34.19073688430785,113.9344225566101,2810,1,,32
B0LKHOSBMY,新电途汽车充电站(长葛市悦实充电站),汽车服务;充电站;充电站,石象镇车庄,新能源重卡充电站,34.18622112979126,113.96379036880492,2942,2,,32
B0MDYHUI6E,启充云汽车充电站(连庄铺为民充电桩),汽车服务;充电站;充电站,319省道,新能源重卡充电站,34.19131809266663,113.9143200157013,3808,3,,32
B0LK2XS01K,新电途汽车充电站(长葛撸铁新能源充电站),汽车服务;充电站;充电站,石象镇,新能源重卡充电站,34.207183292999275,113.92477766830444,4826,4,,32
B0LGZRRBIQ,新电途汽车充电站(长葛市速能新能源充电站),汽车服务;充电站;充电站,石象镇新107国道和开许路交叉口向南50米路东19号,新能源重卡充电站,34.207183292999275,113.92477766830444,4826,5,,32
